kafka,author,text
False_,Kleist,"nen würde, ihr eine so"
False_,Kleist,"n würde, ihr eine solc"
False_,Kleist,"machen sollte, seine l"
False_,Kleist,"hen sollte, seine lieb"
False_,Kleist,"trachtete, mit einem k"
False_,Kleist,"ohl erhelltes, mit vie"
False_,Kleist,"gingen, oft, um seine "
False_,Kleist,"ten erhielt, vielmehr "
False_,Kleist,"er Major, »vielmehr bi"
False_,Kleist,", um Ottilien, diese Z"
False_,Kleist,"assen, die, bei so vie"
False_,Kleist,"rgehen sollte, als ein"
False_,Kleist,"n sollte, als eines Ta"
False_,Kleist,"egenheit, die, wenn ic"
False_,Kleist,"e Stunden, in denen ma"
False_,Kleist,"assen sind, die sie he"
False_,Kleist,"s erraten«, versetzte "
False_,Kleist,"rte darauf, sie könne "
False_,Kleist,"forderte, die er sich "
False_,Kleist,"indungen, die, wie sie"
False_,Kleist," verdroß ihn, bei alle"
False_,Kleist,"erdroß ihn, bei allem "
False_,Kleist,"elegenheit, seine Anda"
False_,Kleist,"er haßte, der ihm nach"
False_,Kleist,"hlug ihr, als sie ihn "
False_,Kleist," Gegenwart, sie von de"
False_,Kleist,"t denen, die sie zu fr"
False_,Kleist,"her Mann, der, weil er"
False_,Kleist," weiß wohl, es ist ihr"
False_,Kleist," und Flavio, Ihre gute"
False_,Kleist," tun hatte, diese Ange"
False_,Kleist,".« – »Wohl, mein Vater"
False_,Kleist,"nen würde, ihr eine so"
False_,Kleist,"n würde, ihr eine solc"
False_,Kleist," Strophe, die sie sang"
False_,Kleist,"machen sollte, seine l"
False_,Kleist,"n Freund«, versetzte s"
False_,Kleist,"künstler, der, wenn er"
False_,Kleist,"gingen, oft, um seine "
False_,Kleist,"rs vertrat, seit mehre"
False_,Kleist," der Offizier, der so "
False_,Kleist,"reuen wollte, nicht Ra"
False_,Kleist,"rgehen sollte, als ein"
False_,Kleist," Weiber, die, aus frem"
False_,Kleist,"eiber, die, aus fremde"
False_,Kleist,"n sollte, als eines Ta"
False_,Kleist,"eingeflößt, sein Vertr"
False_,Kleist,"utzen wollte, als nur "
False_,Kleist,", und Hilarie, seine N"
False_,Kleist,"ahren wollte, rasselte"
False_,Kleist,"olgen wollte, daß er a"
False_,Kleist,"indungen, die, wie sie"
False_,Kleist,"elegenheit, seine Anda"
False_,Kleist,"er haßte, der ihm nach"
False_,Kleist,"reden wolltest, das mi"
False_,Kleist," Gegenwart, sie von de"
False_,Kleist,"Gange, Hilarie, unter "
False_,Kleist,"hm verweilte, indem er"
False_,Kleist,"t denen, die sie zu fr"
False_,Kleist,"u wählen, die, so arti"
False_,Kleist,"ag' mir, Liebe, sag' m"
False_,Kleist,"eit Geld, ohne es aufz"
False_,Kleist," tun hatte, diese Ange"
False_,Kleist,".« – »Wohl, mein Vater"
False_,Kleist,"n Schoß auf, sie verba"
False_,Kleist,"er Major, als er in se"
False_,Kleist,"em Grunde, indem sie s"
False_,Kleist,"künstler, der, wenn er"
False_,Kleist,"reude war hin, seine H"
False_,Kleist,"t mir teilte, so würde"
False_,Kleist,"gte die Ältere, »unser"
False_,Kleist,"rs vertrat, seit mehre"
False_,Kleist," der Offizier, der so "
False_,Kleist,"reuen wollte, nicht Ra"
False_,Kleist,"rgehen sollte, als ein"
False_,Kleist," Weiber, die, aus frem"
False_,Kleist,"n sollte, als eines Ta"
False_,Kleist,"utzen wollte, als nur "
False_,Kleist,"e Stunden, in denen ma"
False_,Kleist,"olgen wollte, daß er a"
False_,Kleist,"it Sorgfalt, sie versc"
False_,Kleist,"elegenheit, seine Anda"
False_,Kleist,"hlug ihr, als sie ihn "
False_,Kleist,"reden wolltest, das mi"
False_,Kleist," Gegenwart, sie von de"
False_,Kleist,"Gange, Hilarie, unter "
False_,Kleist,"t denen, die sie zu fr"
False_,Kleist,"s größer, hieß es, und"
False_,Kleist,"cken und, ohne ihn auf"
False_,Kleist,"u wählen, die, so arti"
False_,Kleist,"Sag' mir, Liebe, sag' "
False_,Kleist,"eit Geld, ohne es aufz"
False_,Kleist,".« – »Wohl, mein Vater"
False_,Kleist,"en würde, ihr eine sol"
False_,Kleist,"n würde, ihr eine solc"
False_,Kleist," Strophe, die sie sang"
False_,Kleist,"machen sollte, seine l"
False_,Kleist,"rachtete, mit einem kl"
False_,Kleist,"n Freund«, versetzte d"
False_,Kleist,"em Grunde, indem sie s"
False_,Kleist,"künstler, der, wenn er"
False_,Kleist," Schritten, in sich ge"
False_,Kleist," verletzte, seine Lieb"
False_,Kleist,"t mir teilte, so würde"
False_,Kleist,"rs vertrat, seit mehre"
False_,Kleist," der Offizier, der so "
False_,Kleist,"reuen wollte, nicht Ra"
False_,Kleist,"nst reden«, versetzte "
False_,Kleist,"rgehen sollte, als ein"
False_,Kleist," Weiber, die, aus frem"
False_,Kleist,"eiber, die, aus fremde"
False_,Kleist,"n sollte, als eines Ta"
False_,Kleist,"utzen wollte, als nur "
False_,Kleist," Aufwand, als es unter"
False_,Kleist," zu halten, stieß er g"
False_,Kleist,"ahren wollte, rasselte"
False_,Kleist,"indungen, die, wie sie"
False_,Kleist,"erdroß ihn, bei allem "
False_,Kleist,"elegenheit, seine Anda"
False_,Kleist,"d gerade, seine Ideen "
False_,Kleist," Betragen, mit einer g"
False_,Kleist,"Gange, Hilarie, unter "
False_,Kleist,"er. Er eilte, sein Han"
False_,Kleist,"s größer, hieß es, und"
False_,Kleist,"cken und, ohne ihn auf"
False_,Kleist,"u wählen, die, so arti"
False_,Kleist,"ag' mir, Liebe, sag' m"
False_,Kleist,"eit Geld, ohne es aufz"
False_,Kleist,".« – »Wohl, mein Vater"
False_,Kleist,"en würde, ihr eine sol"
False_,Kleist,"wester, Briefe, mehrer"
False_,Kleist," Strophe, die sie sang"
False_,Kleist,"in Gut, wo er, des Ver"
False_,Kleist,"n Freund«, versetzte s"
False_,Kleist,"rachtete, mit einem kl"
False_,Kleist," zusagte, mit Einstimm"
False_,Kleist,"n Freund«, versetzte d"
False_,Kleist,"em Grunde, indem sie s"
False_,Kleist,"künstler, der, wenn er"
False_,Kleist,"reude war hin, seine H"
False_,Kleist,"t mir teilte, so würde"
False_,Kleist,"rs vertrat, seit mehre"
False_,Kleist," der Offizier, der so "
False_,Kleist,"reuen wollte, nicht Ra"
False_,Kleist,"nst reden«, versetzte "
False_,Kleist," Weiber, die, aus frem"
False_,Kleist,"r Gegend, die er besuc"
False_,Kleist,"utzen wollte, als nur "
False_,Kleist,"ahren wollte, rasselte"
False_,Kleist,"n ihrem Alter, bei ihr"
False_,Kleist,"olgen wollte, daß er a"
False_,Kleist,"it Sorgfalt, sie versc"
False_,Kleist,"en hatte, ohne es aufz"
False_,Kleist,"d gerade, seine Ideen "
False_,Kleist," Betragen, mit einer g"
False_,Kleist,"Gange, Hilarie, unter "
False_,Kleist,"und raten«, versetzte "
False_,Kleist,"s größer, hieß es, und"
False_,Kleist,"u wählen, die, so arti"
False_,Kleist,"eit Geld, ohne es aufz"
False_,Kleist,"en würde, ihr eine sol"
False_,Kleist,"wester, Briefe, mehrer"
False_,Kleist,"in Gut, wo er, des Ver"
False_,Kleist," zusagte, mit Einstimm"
False_,Kleist,"n Freund«, versetzte d"
False_,Kleist,"em Grunde, indem sie s"
False_,Kleist,"umgingen, oft, um sein"
False_,Kleist,"n ihr wollt, einer Wie"
False_,Kleist,"gen, daß, als es zum S"
False_,Kleist," zu halten, stieß er g"
False_,Kleist,"eintretend, eine schne"
False_,Kleist,"it Sorgfalt, sie versc"
False_,Kleist,"etzen sollte, aber auf"
False_,Kleist,"nd Flavio, Ihre gute S"
False_,Kleist," der Mobilien, des Sch"
False_,Kleist," wählen, die, so artig"
False_,Kleist,"un hatte, diese Angele"
False_,Kleist,"en würde, ihr eine sol"
False_,Kleist,"wester, Briefe, mehrer"
False_,Kleist,"hr wollt, ihre schöne "
False_,Kleist,"achen sollte, seine li"
False_,Kleist," der Major, der, von d"
False_,Kleist,"er Major, der, von die"
False_,Kleist,"heiratet, der, solange"
False_,Kleist,"eschloß, diese späte g"
False_,Kleist,"rachtete, mit einem kl"
False_,Kleist," denken, oder, wenn ma"
False_,Kleist,"Seine Frau, seine Verw"
False_,Kleist," Schritten, in sich ge"
False_,Kleist,"heben wollte, ließen e"
False_,Kleist,"n ihr wollt, einer Wie"
False_,Kleist," Gegend, die er besuch"
False_,Kleist,"gen, daß, als es zum S"
False_,Kleist,"uchen sollte, fand er "
False_,Kleist,"ahren wollte, rasselte"
False_,Kleist,"eintretend, eine schne"
False_,Kleist,"d gerade, seine Ideen "
False_,Kleist,"etzen sollte, aber auf"
False_,Kleist,"er. Er eilte, sein Han"
False_,Kleist,"nd Flavio, Ihre gute S"
False_,Kleist," der Mobilien, des Sch"
False_,Kleist," wählen, die, so artig"
False_,Kleist,"ag' mir, Liebe, sag' m"
False_,Kleist,"un hatte, diese Angele"
False_,Kleist," starrten, teils vom R"
False_,Kleist,"wester, Briefe, mehrer"
False_,Kleist,"eugen wollte, daß es k"
False_,Kleist,"achen sollte, seine li"
False_,Kleist,"er Major, als er in se"
False_,Kleist," der Major, der, von d"
False_,Kleist,"ht und eilten, sich in"
False_,Kleist,"er Major, der, von die"
False_,Kleist,"heiratet, der, solange"
False_,Kleist,"eschloß, diese späte g"
False_,Kleist,"on groß, da sie ein An"
False_,Kleist," denken, oder, wenn ma"
False_,Kleist,"Seine Frau, seine Verw"
False_,Kleist,"heben wollte, ließen e"
False_,Kleist,"gte die Ältere, »unser"
False_,Kleist,"n ihr wollt, einer Wie"
False_,Kleist,"rlassen, die, bei so v"
False_,Kleist," Gegend, die er besuch"
False_,Kleist,"uchen sollte, fand er "
False_,Kleist,"eintretend, eine schne"
False_,Kleist,"it Sorgfalt, sie versc"
False_,Kleist,"hren mag, jene, die mi"
False_,Kleist,"etzen sollte, aber auf"
False_,Kleist,"nd Flavio, Ihre gute S"
False_,Kleist," der Mobilien, des Sch"
False_,Kleist," wählen, die, so artig"
False_,Kleist,"un hatte, diese Angele"
False_,Kleist,"eugen wollte, daß es k"
False_,Kleist,"achen sollte, seine li"
False_,Kleist,"er Major, als er in se"
False_,Kleist," der Major, der, von d"
False_,Kleist,"ht und eilten, sich in"
False_,Kleist,"er Major, der, von die"
False_,Kleist,"heiratet, der, solange"
False_,Kleist,"eschloß, diese späte g"
False_,Kleist,"on groß, da sie ein An"
False_,Kleist," denken, oder, wenn ma"
False_,Kleist,"Seine Frau, seine Verw"
False_,Kleist," Schritten, in sich ge"
False_,Kleist,"heben wollte, ließen e"
False_,Kleist," verletzte, seine Lieb"
False_,Kleist,"gte die Ältere, »unser"
False_,Kleist,"n ihr wollt, einer Wie"
False_,Kleist,"rlassen, die, bei so v"
False_,Kleist," Gegend, die er besuch"
False_,Kleist,"gen, daß, als es zum S"
False_,Kleist,"uchen sollte, fand er "
False_,Kleist,"derte darauf, sie könn"
False_,Kleist,"eintretend, eine schne"
False_,Kleist,"hren mag, jene, die mi"
False_,Kleist,"etzen sollte, aber auf"
False_,Kleist,"er. Er eilte, sein Han"
False_,Kleist,"nd Flavio, Ihre gute S"
False_,Kleist," der Mobilien, des Sch"
False_,Kleist," wählen, die, so artig"
False_,Kleist,"ag' mir, Liebe, sag' m"
False_,Kleist,"un hatte, diese Angele"
False_,Kleist," starrten, teils vom R"
False_,Kleist,"hr wollt, ihre schöne "
False_,Kleist,"eugen wollte, daß es k"
False_,Kleist,"achen sollte, seine li"
False_,Kleist," der Major, der, von d"
False_,Kleist,"ht und eilten, sich in"
False_,Kleist,"er Major, der, von die"
False_,Kleist,"heiratet, der, solange"
False_,Kleist,"eschloß, diese späte g"
False_,Kleist,"rachtete, mit einem kl"
False_,Kleist," denken, oder, wenn ma"
False_,Kleist,"Seine Frau, seine Verw"
False_,Kleist," Schritten, in sich ge"
False_,Raabe,"eggio tranken, sagte m"
False_,Raabe,"en Anstand, seine Unzu"
False_,Raabe,"hm, so, so, der alte H"
False_,Raabe,"n Rom, in Athen, in Wi"
False_,Raabe,"mkopf hielten, saß er "
False_,Raabe,"zureden hätte, so schi"
False_,Raabe,"ges, überließ, dieselb"
False_,Raabe,"tufe stellt, sie auf d"
False_,Raabe,"ragte: »Louis, hat mei"
False_,Raabe,"r redet. O, es ist ein"
False_,Raabe,"h gelohnt, ein Imker z"
False_,Raabe,"escholten, als sie ihn"
False_,Raabe," Charlotte, beides beg"
False_,Raabe,"n durfte, daß es nicht"
False_,Raabe,"in bin's, der, wie er "
False_,Raabe,"die Qual, die, wie Her"
False_,Raabe,"hte erhielten, und – l"
False_,Raabe,"laube, Louis, daß wir "
False_,Raabe,"triebes, die, wie scho"
False_,Raabe,"en Theodor, eine über "
False_,Raabe,"h sage dir, das ist di"
False_,Raabe,"h sage dir, selbst als"
False_,Raabe,"eichen wollte, von der"
False_,Raabe,"ht hatte, stieg er jet"
False_,Raabe," erstenmal, seit er un"
False_,Raabe,"rt: Domine, quinque ta"
False_,Raabe,"ofort weg, wo, zum Exe"
False_,Raabe,"edacht, Topf, Kessel u"
False_,Raabe,"udern wollte, um den T"
False_,Raabe,"Turbacio, in der Verwa"
False_,Raabe,"ischen Dinte, aber er "
False_,Raabe," Adios, adios, querido"
False_,Raabe,"en kommt, sei es mündl"
False_,Raabe,"dios, adios, querido! "
False_,Raabe,"ingen, daß Sie, liebst"
False_,Raabe,"rochen war, das Feuer "
False_,Raabe,"zureden hätte, so schi"
False_,Raabe,"ein Wort, eine Tat, vo"
False_,Raabe,"Parthenon, ihrem Jungf"
False_,Raabe,"he, he, he, Ahrens, es"
False_,Raabe,"ber den Alex, des Nota"
False_,Raabe,"h gelohnt, ein Imker z"
False_,Raabe,"die Qual, die, wie Her"
False_,Raabe,"nd schrie, in dem betä"
False_,Raabe,"hte erhielten, und – l"
False_,Raabe," Jaja, – o, bitte, ich"
False_,Raabe,"würdigte, diesen Mensc"
False_,Raabe,"ürdigte, diesen Mensch"
False_,Raabe,"h sage dir, das ist di"
False_,Raabe," Sonntag, ohne daß sic"
False_,Raabe,"che Vaterland, als es "
False_,Raabe,"ittet: »O, zeigen Sie "
False_,Raabe,"ng hatte, kam es, um d"
False_,Raabe,"odorchen, Kind, es ist"
False_,Raabe,"derlegte, bis ihn der "
False_,Raabe,"ich Jahre, her, als ic"
False_,Raabe,"aufgelegte, heitere Ge"
False_,Raabe,"n – jawohl, recht lieb"
False_,Raabe,"Nicht wahr, Sie verset"
False_,Raabe,"issen sollte, wie es i"
False_,Raabe,"sagen wollten, daß das"
False_,Raabe,"rzen kommt, sei es mün"
False_,Raabe,"en kommt, sei es mündl"
False_,Raabe,"rüß Gott, alter Mensch"
False_,Raabe,"zureden hätte, so schi"
False_,Raabe," sofort Worte, freilic"
False_,Raabe,"ein Wort, eine Tat, vo"
False_,Raabe,"izend, hell, vergnügt "
False_,Raabe,"e er: »Florina, dein F"
False_,Raabe,"Paddenau, die albernen"
False_,Raabe," – sehen, hören, riech"
False_,Raabe," Charlotte, beides beg"
False_,Raabe,"fordert hatte, einige "
False_,Raabe,"räumling, ohne daß sic"
False_,Raabe," der Sierra, sie macht"
False_,Raabe,"Unteroffizier, heute k"
False_,Raabe," Jaja, – o, bitte, ich"
False_,Raabe,"ichste, bravste, ehrli"
False_,Raabe,"inewand, die er von Be"
False_,Raabe,"f der Alte, seinen Sch"
False_,Raabe,"altene harte, kalte, a"
False_,Raabe,"ute Dame, die Arme in "
False_,Raabe," sage dir, es ist mome"
False_,Raabe,"eichen wollte, von der"
False_,Raabe,"auptet, das, was man e"
False_,Raabe,"eiten wollte, hatte nu"
False_,Raabe,"ng hatte, kam es, um d"
False_,Raabe," des Oxathres, des Bru"
False_,Raabe,"lte Wort, alter Junge!"
False_,Raabe,"odorchen, Kind, es ist"
False_,Raabe," stürzte, atemlos, sch"
False_,Raabe,"u finden, mit einer an"
False_,Raabe,"chen, Kind, es ist noc"
False_,Raabe,"Turbacio, in der Verwa"
False_,Raabe,"epflegt, weiter, und d"
False_,Raabe,"n – jawohl, recht lieb"
False_,Raabe,"er Student, seine Ziga"
False_,Raabe," Adios, adios, querido"
False_,Raabe,"en kommt, sei es mündl"
False_,Raabe,"dios, adios, querido! "
False_,Raabe,"ges, überließ, dieselb"
False_,Raabe,"izend, hell, vergnügt "
False_,Raabe," und der, als sie die "
False_,Raabe,"he, he, he, Ahrens, es"
False_,Raabe,"r redet. O, es ist ein"
False_,Raabe,"ören Sie, Herr, das sa"
False_,Raabe,"ine Kinder, seine Gedi"
False_,Raabe,"ne Hotel, das eben fri"
False_,Raabe,"fordert hatte, einige "
False_,Raabe,"hm empor, als er sich "
False_,Raabe,"talie war's, die ihm a"
False_,Raabe,"Unteroffizier, heute k"
False_,Raabe,"hte erhielten, und – l"
False_,Raabe," Kunden das, was er br"
False_,Raabe,"inewand, die er von Be"
False_,Raabe,"rief der Alte, seinen "
False_,Raabe,"f der Alte, seinen Sch"
False_,Raabe,". Oder – da, nehmen Si"
False_,Raabe," Wurzel, Rinde, Blatt "
False_,Raabe,"aufreißend, erkannte e"
False_,Raabe," sage dir, es ist mome"
False_,Raabe,"wie es wollte, soviel "
False_,Raabe," He, he, he, das impon"
False_,Raabe,"e Freunde, liebe Verwa"
False_,Raabe,"zu finden, mit einer a"
False_,Raabe,"u finden, mit einer an"
False_,Raabe,"großen, klaren, suchen"
False_,Raabe,"n Theodor, mein Mündel"
False_,Raabe,"en. Hm, hm, so, so, de"
False_,Raabe,"gesund, Alte, und halt"
False_,Raabe,", hm, so, so, der alte"
False_,Raabe,"en halte, die Nase übe"
False_,Raabe,"h sage dir, es ist ein"
False_,Raabe,"izend, hell, vergnügt "
False_,Raabe,"e er: »Florina, dein F"
False_,Raabe,"Seufzend, an einer wen"
False_,Raabe," Dame den Arm, der Übe"
False_,Raabe,"ht hatte, sie in seine"
False_,Raabe,"rte, die, mit einem dü"
False_,Raabe,"n die Qual, die, wie H"
False_,Raabe," bringen, und, ein jeg"
False_,Raabe," wundervoll, so schön "
False_,Raabe,"err Rektor, veranstalt"
False_,Raabe," dies Kind, dieser arm"
False_,Raabe,"r Rektor, veranstalten"
False_,Raabe,"chwörend, die Stunden "
False_,Raabe,"ensvollste, naivste Me"
False_,Raabe,"che Vaterland, als es "
False_,Raabe,"prach: »Ah, siehst du "
False_,Raabe,"u und warte, bis der r"
False_,Raabe," stürzte, atemlos, sch"
False_,Raabe,"phierete, als er ihn n"
False_,Raabe,"ich Jahre, her, als ic"
False_,Raabe,"e Gründe, diese Redens"
False_,Raabe,"großen, klaren, suchen"
False_,Raabe,"e besten, heitersten, "
False_,Raabe,", und du, der, wenigst"
False_,Raabe,"en Anstand, seine Unzu"
False_,Raabe," ist Apollo, der in de"
False_,Raabe," reizend, hell, vergnü"
False_,Raabe,"ind; – he, he, he, Ahr"
False_,Raabe,"e er: »Florina, dein F"
False_,Raabe,"Seufzend, an einer wen"
False_,Raabe,"Paddenau, die albernen"
False_,Raabe," Dame den Arm, der Übe"
False_,Raabe,"n die Qual, die, wie H"
False_,Raabe," der Sierra, sie macht"
False_,Raabe,"Unteroffizier, heute k"
False_,Raabe,"iben Sie hier, bis die"
False_,Raabe,"ichste, bravste, ehrli"
False_,Raabe,": »Bravo, alter Herr. "
False_,Raabe,"ch einfiel, daß er nur"
False_,Raabe," der Erde, indem er si"
False_,Raabe,"rüding, den sie, weißt"
False_,Raabe,"ben hatte, in seinem M"
False_,Raabe,"ige Mann, der, wie wir"
False_,Raabe,"es Hauses, an, sich di"
False_,Raabe,"eiten wollte, hatte nu"
False_,Raabe," abhalte, sei's durch "
False_,Raabe,"phierete, als er ihn n"
False_,Raabe,"chen, Kind, es ist noc"
False_,Raabe,"bemerkt. O, sie sind j"
False_,Raabe," –« »Oho, diejenigen o"
False_,Raabe,"des Horizontes, einen "
False_,Raabe,"nschen Los, Not, Erqui"
False_,Raabe,"schen Los, Not, Erquic"
False_,Raabe,"en Anstand, seine Unzu"
False_,Raabe,"n denn alle, die sich "
False_,Raabe,"e Stunde, als das Tele"
False_,Raabe,"r redet. O, es ist ein"
False_,Raabe,"gehoben hatte, setzte "
False_,Raabe,"Seufzend, an einer wen"
False_,Raabe," Dame den Arm, der Übe"
False_,Raabe,"n die Qual, die, wie H"
False_,Raabe,"die Qual, die, wie Her"
False_,Raabe,"ehst du, dieses nennt "
False_,Raabe,"hen! Jaja, – o, bitte,"
False_,Raabe,"hte erhielten, und – l"
False_,Raabe,"rief der Alte, seinen "
False_,Raabe,"tigen wollte, so würde"
False_,Raabe," Bette! O, mein Enthus"
False_,Raabe,"ch einfiel, daß er nur"
False_,Raabe,"h sage dir, es ist mom"
False_,Raabe,"u und warte, bis der r"
False_,Raabe,"– Sie – o Sie, Sie hab"
False_,Raabe,"derlegte, bis ihn der "
False_,Raabe,"der Stadt, sie sei mit"
False_,Raabe,"aufgelegte, heitere Ge"
False_,Raabe," –« »Oho, diejenigen o"
False_,Raabe,"en Anstand, seine Unzu"
False_,Raabe,"n denn alle, die sich "
False_,Raabe,"mkopf hielten, saß er "
False_,Raabe,"iche Vogel, dessen Nam"
False_,Raabe," reizend, hell, vergnü"
False_,Raabe,"ind; – he, he, he, Ahr"
False_,Raabe,"gehoben hatte, setzte "
False_,Raabe,"inem alten, seit Anfan"
False_,Raabe,"em alten, seit Anfang "
False_,Raabe,"g, Doktor, Sie hatten "
False_,Raabe,"räumling, ohne daß sic"
False_,Raabe,"d nieder, bis er von n"
False_,Raabe,"hen! Jaja, – o, bitte,"
False_,Raabe,"h sage dir, es ist mom"
False_,Raabe,"che Vaterland, als es "
False_,Raabe,"ige Mann, der, wie wir"
False_,Raabe,"rzte jeder, eine Kontr"
False_,Raabe,"will!« »Ei, ei, wirkli"
False_,Raabe,"knarrend, mit gesperrt"
False_,Raabe,"lte Wort, alter Junge!"
False_,Raabe,"hört? Ja, Sie haben re"
False_,Raabe,"er mitteilten, als der"
False_,Raabe," Meinst du, sei nun ge"
False_,Raabe,"Arme zog, ihm einen Ku"
False_,Raabe,"derlegte, bis ihn der "
False_,Raabe,"phierete, als er ihn n"
False_,Raabe,"chen, Kind, es ist noc"
False_,Raabe,"ächen sollte, wie es g"
False_,Raabe,"Turbacio, in der Verwa"
False_,Raabe,"aufgelegte, heitere Ge"
False_,Raabe,"rat verlor, das ist fr"
False_,Raabe,"n – jawohl, recht lieb"
False_,Raabe,"b gesund, Alte, und ha"
False_,Raabe,"iche Vogel, dessen Nam"
False_,Raabe,"harlotte, beides begri"
False_,Raabe,"e Sorte, die, mit eine"
False_,Raabe,"n jemand, der es sich "
False_,Raabe,"orte, die, mit einem d"
False_,Raabe,"hniepel? I, sehen Sie "
False_,Raabe,"ir mitteilten, daß obe"
False_,Raabe,"ehst du, dieses nennt "
False_,Raabe,"m Fenster, mit immer s"
False_,Raabe,"ichste, bravste, ehrli"
False_,Raabe,"etriebes, die, wie sch"
False_,Raabe,": »Bravo, alter Herr. "
False_,Raabe," Ackerfeld, eine Wiese"
False_,Raabe,"es Hauses, an, sich di"
False_,Raabe,"ng hatte, kam es, um d"
False_,Raabe,"Wort: Domine, quinque "
False_,Raabe,"Arme zog, ihm einen Ku"
False_,Raabe,"dacht, Topf, Kessel un"
False_,Raabe,"aher, weil er, wie Du "
False_,Raabe,"de Gründe, diese Reden"
False_,Raabe," Turbacio, in der Verw"
False_,Raabe," – hier, hier, komm zu"
False_,Raabe," rief: »Eh, eh, Señor "
False_,Raabe,"merzienrat, Sie sind e"
False_,Raabe,"n Theodor, mein Mündel"
False_,Raabe,"b gesund, Alte, und ha"
False_,Raabe,"gesund, Alte, und halt"
False_,Raabe,"ist Apollo, der in den"
False_,Raabe,"t Apollo, der in den S"
False_,Raabe,"e Stadt, wie gesagt, n"
False_,Raabe,"iche Vogel, dessen Nam"
False_,Raabe,"sind; – he, he, he, Ah"
False_,Raabe,"el es wollte, daß uns "
False_,Raabe,"zherzogs, hinüber, und"
False_,Raabe,"gehoben hatte, setzte "
False_,Raabe,"escholten, als sie ihn"
False_,Raabe,"e goldrote, sehr zum S"
False_,Raabe,"ehst du, dieses nennt "
False_,Raabe,"! Deine alte, gewohnte"
False_,Raabe,"hen! Jaja, – o, bitte,"
False_,Raabe," getan hat, sie aufzuh"
False_,Raabe," Ackerfeld, eine Wiese"
False_,Raabe,"Grau vor ihm, über ihm"
False_,Raabe,"will!« »Ei, ei, wirkli"
False_,Raabe,"ertische, nein, mit je"
False_,Raabe,"lte Wort, alter Junge!"
False_,Raabe,"er mitteilten, als der"
False_,Raabe,"dacht, Topf, Kessel un"
False_,Raabe,"Über die Laïs, die Kor"
False_,Raabe,"alten Adel, soviel es "
False_,Raabe," – hier, hier, komm zu"
False_,Raabe," Herren, bitte, dränge"
False_,Raabe,"merzienrat, Sie sind e"
False_,Raabe,"b gesund, Alte, und ha"
False_,Raabe,"gesund, Alte, und halt"
False_,Raabe," ist Apollo, der in de"
False_,Raabe," aber wohl, die Frauen"
False_,Raabe,"e Stadt, wie gesagt, n"
False_,Raabe,"mkopf hielten, saß er "
False_,Raabe,"iche Vogel, dessen Nam"
False_,Raabe," und der, als sie die "
False_,Raabe,"zudrückend, seinen Hin"
False_,Raabe,"von Tagen, in denen er"
False_,Raabe,"nd schrie, in dem betä"
False_,Raabe," wundervoll, so schön "
False_,Raabe,"angen sollte, liebkose"
False_,Raabe,"useberger, ihm selber "
False_,Raabe,"chwörend, die Stunden "
False_,Raabe,"ben hatte, in seinem M"
False_,Raabe,"»Surely, Sir, ein Besi"
False_,Raabe,"urely, Sir, ein Besitz"
False_,Raabe,"bittet: »O, zeigen Sie"
False_,Raabe,"ittet: »O, zeigen Sie "
False_,Raabe,"will!« »Ei, ei, wirkli"
False_,Raabe,"e ihn Ovid, wissen Sie"
False_,Raabe,"dacht, Topf, Kessel un"
False_,Raabe," der Stadt, sie sei mi"
False_,Raabe,"er Stadt, sie sei mit "
False_,Raabe," Turbacio, in der Verw"
False_,Raabe,"des Horizontes, einen "
False_,Raabe,"test. Adios, adios, qu"
False_,Raabe," rief: »Eh, eh, Señor "
False_,Raabe,"merzienrat, Sie sind e"
False_,Raabe,"rt hatte, hielt eben a"
False_,Raabe,"lgenommen, anderseits "
False_,Raabe,"sind; – he, he, he, Ah"
False_,Raabe," – he, he, he, Ahrens,"
False_,Raabe,"zherzogs, hinüber, und"
False_,Raabe," noch? Ei, ei, da wack"
False_,Raabe,"noch? Ei, ei, da wacke"
False_,Raabe,"ig, Doktor, Sie hatten"
False_,Raabe,"ir mitteilten, daß obe"
False_,Raabe," wundervoll, so schön "
False_,Raabe,"angen sollte, liebkose"
False_,Raabe,"useberger, ihm selber "
False_,Raabe,"ch einfiel, daß er nur"
False_,Raabe,"ben hatte, in seinem M"
False_,Raabe,"i! He, he, he, das imp"
False_,Raabe,"»Surely, Sir, ein Besi"
False_,Raabe,"He, he, he, das imponi"
False_,Raabe,"urely, Sir, ein Besitz"
False_,Raabe,"eiten wollte, hatte nu"
False_,Raabe,"fter Ofen, in dem der "
False_,Raabe,"dacht, Topf, Kessel un"
False_,Raabe,"erzogen, diesen Herrn "
False_,Raabe," Turbacio, in der Verw"
False_,Raabe,"ne Pfote, die er vor k"
False_,Raabe," aber wohl, die Frauen"
False_,Raabe," sage dir, es ist ein "
False_,Raabe," reizend, hell, vergnü"
False_,Raabe,"zherzogs, hinüber, und"
False_,Raabe,"gehoben hatte, setzte "
False_,Raabe,"echt hatte, sie in sei"
False_,Raabe,"ose Sorte, die, mit ei"
False_,Raabe," Sorte, die, mit einem"
False_,Raabe,"onte frivole,  und dan"
False_,Raabe,"nd wurde, als er leise"
False_,Raabe,"useberger, ihm selber "
False_,Raabe," jede Pforte, aber im "
False_,Raabe,"heit der Lais, welche "
False_,Raabe,". »Na, na«, sagte der "
